2021_FED_NUM,2021_ED_NAMEE,2021_SHAPE_area,2023_FED_NUM,2023_ED_NAMEE,2023_POP_CNT,2023_PROV,2023_Shape_area,Intersect_Area,2021_POP_CNT
35012,Brampton West,60955017.05699999630,35009,Brampton Centre,109450,ON,31214084.78590000048,3642238.024,162353
35012,Brampton West,60955017.05699999630,35013,Brampton South,113252,ON,57318893.72169999033,16317291.890,162353
35012,Brampton West,60955017.05699999630,35014,Brampton West,114260,ON,40020183.12150000036,38165444.730,162353
35014,Bruce--Grey--Owen Sound,10250809372.20000076294,35016,Bruce—Grey—Owen Sound,113348,ON,10250809372.20000076294,9873077937.000,113348
35015,Burlington,85192583.93610000610,35017,Burlington,125435,ON,85192583.67360000312,80956575.480,125435
35017,Chatham-Kent--Leamington,3345411467.36000061035,35021,Chatham-Kent—Leamington,134226,ON,4158021654.80999994278,2861079987.000,113654
35017,Chatham-Kent--Leamington,3345411467.36000061035,35028,Essex,131691,ON,2425900651.34000015259,279927736.600,113654
35066,Niagara Centre,515139381.50599998236,35071,Niagara South,132500,ON,823469988.54700005054,471591152.200,119809
35066,Niagara Centre,515139381.50599998236,35072,Niagara West,112065,ON,1205063069.06999993324,5860441.743,119809
35066,Niagara Centre,515139381.50599998236,35101,St. Catharines,119873,ON,96050068.29620000720,9992009.340,119809
35067,Niagara Falls,714072790.94099998474,35070,Niagara Falls—Niagara-on-the-Lake,113503,ON,389024250.82400000095,368800651.100,146404
35067,Niagara Falls,714072790.94099998474,35071,Niagara South,132500,ON,823469988.54700005054,307426553.100,146404
35070,Nipissing--Timiskaming,15433354975.50000000000,35073,Nipissing—Timiskaming,98237,ON,19212007990.70000076294,15111276807.000,89781
35071,Northumberland--Peterborough South,3216920500.01999998093,35074,Northumberland—Clarke,106574,ON,2629342139.67000007629,2517812860.000,118756
35071,Northumberland--Peterborough South,3216920500.01999998093,35086,Peterborough,128349,ON,2183082099.63999986649,563580860.200,118756
59038,Vancouver Kingsway,15305871.58139999956,59039,Vancouver Kingsway,116499,BC,16768128.39739999920,15334747.850,108054
59039,Vancouver Quadra,57503242.18850000203,59027,Richmond Centre—Marpole,116380,BC,132886824.98899999261,414197.233,109328
59039,Vancouver Quadra,57503242.18850000203,59040,Vancouver Quadra,114779,BC,56987407.94579999894,55206633.650,109328
59039,Vancouver Quadra,57503242.18850000203,59043,West Vancouver—Sunshine Coast—Sea to Sky Country,114257,BC,15127506069.70000076294,1945419.663,109328
59040,Vancouver South,21204109.04419999942,59037,Vancouver Fraserview—South Burnaby,117482,BC,33517602.39039999992,14433774.330,109339
59040,Vancouver South,21204109.04419999942,59038,Vancouver Granville,116798,BC,24199066.74159999937,5341239.618,109339
59040,Vancouver South,21204109.04419999942,59039,Vancouver Kingsway,116499,BC,16768128.39739999920,1464838.913,109339
59041,Victoria,426502814.72499996424,59042,Victoria,123482,BC,431237833.72299998999,424408755.900,123482
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,14758309722.59999847412,59043,West Vancouver—Sunshine Coast—Sea to Sky Country,114257,BC,15127506069.70000076294,14867032610.000,131206
48007,Calgary Heritage,70385106.53859999776,48008,Calgary Heritage,119557,AB,73469936.08900000155,70027665.670,109141
48007,Calgary Heritage,70385106.53859999776,48010,Calgary Midnapore,118694,AB,83133122.28779999912,1350117.308,109141
48006,Calgary Forest Lawn,53276305.57720000297,48007,Calgary East,119550,AB,110900744.10400000215,36796730.410,107939
48006,Calgary Forest Lawn,53276305.57720000297,48009,Calgary McKnight,123148,AB,74330014.11300000548,17284651.500,107939
35013,Brantford--Brant,885629917.64999997616,35015,Brantford—Brant South—Six Nations,121511,ON,956839390.98700010777,698405830.600,140139
35013,Brantford--Brant,885629917.64999997616,35032,Flamborough—Glanbrook—Brant North,103836,ON,1166490064.06999993324,141235963.300,140139
35016,Cambridge,373036075.96100002527,35019,Cambridge,119493,ON,273948799.47299998999,260336259.500,121301
35016,Cambridge,373036075.96100002527,35032,Flamborough—Glanbrook—Brant North,103836,ON,1166490064.06999993324,94089165.620,121301
35072,Oakville,98314887.68829998374,35075,Oakville East,108735,ON,81151627.77500000596,42091485.510,122322
35072,Oakville,98314887.68829998374,35076,Oakville West,105024,ON,81128785.12190000713,51434595.190,122322
24038,Laurentides--Labelle,19698310732.00000000000,24036,Laurentides—Labelle,92897,QC,20010989974.40000152588,18995888504.000,123796
24038,Laurentides--Labelle,19698310732.00000000000,24039,Les Pays-d'en-Haut,106834,QC,1804086699.91000008583,342896808.000,123796
24039,Laurier--Sainte-Marie,10965227.05040000007,24037,Laurier—Sainte-Marie,115704,QC,20758551.71279999986,9679646.675,116932
24039,Laurier--Sainte-Marie,10965227.05040000007,24053,Outremont,115051,QC,13267541.90369999781,934259.287,116932
35068,Niagara West,1195800431.83999991417,35072,Niagara West,112065,ON,1205063069.06999993324,1132812009.000,96946
48009,Calgary Nose Hill,57154862.65189999342,48011,Calgary Nose Hill,117677,AB,61164509.22879999876,44690475.290,115287
48009,Calgary Nose Hill,57154862.65189999342,48014,Calgary Skyview,115277,AB,88218076.23589999974,13358728.530,115287
48010,Calgary Rocky Ridge,90242896.23520000279,48006,Calgary Crowfoot,117541,AB,72507947.90940000117,73108787.790,145326
48010,Calgary Rocky Ridge,90242896.23520000279,48011,Calgary Nose Hill,117677,AB,61164509.22879999876,2208890.482,145326
48010,Calgary Rocky Ridge,90242896.23520000279,48014,Calgary Skyview,115277,AB,88218076.23589999974,16164068.990,145326
35018,Davenport,12671335.58819999918,35022,Davenport,125048,ON,15349833.11999999918,12081808.900,105946
35020,Don Valley North,25616446.53929999843,35092,Scarborough—Agincourt,123969,ON,27827479.76729999855,5168886.582,113663
35020,Don Valley North,25616446.53929999843,35023,Don Valley North,111122,ON,27901330.60170000046,19284917.140,113663
35019,Don Valley East,24086834.94020000100,35093,Scarborough Centre—Don Valley East,111377,ON,31186918.21220000088,11947683.390,95039
35019,Don Valley East,24086834.94020000100,35023,Don Valley North,111122,ON,27901330.60170000046,1291412.561,95039
35019,Don Valley East,24086834.94020000100,35024,Don Valley West,120579,ON,33728539.50029999763,9743430.573,95039
24040,Laval--Les Îles,53497069.08700000495,24038,Laval—Les Îles,111784,QC,53497069.26500000060,51941883.890,111784
24041,Longueuil--Charles-LeMoyne,38977875.95340000093,24041,Longueuil—Charles-LeMoyne,112257,QC,38977876.01340000331,37827097.970,112257
24042,Lévis--Lotbinière,2237870434.59000015259,24040,Lévis—Lotbinière,112830,QC,1195662041.98000001907,1160850597.000,118608
24042,Lévis--Lotbinière,2237870434.59000015259,24046,Mégantic—L’Érable—Lotbinière,103114,QC,7332348765.42000007629,1031624592.000,118608
48012,Calgary Signal Hill,66230426.43729999661,48005,Calgary Confederation,119508,AB,53038896.02019999921,7552862.084,122818
48012,Calgary Signal Hill,66230426.43729999661,48013,Calgary Signal Hill,120203,AB,63568551.21880000830,59675563.970,122818
48013,Calgary Skyview,122960122.45499999821,48009,Calgary McKnight,123148,AB,74330014.11300000548,58193228.450,159642
48013,Calgary Skyview,122960122.45499999821,48011,Calgary Nose Hill,117677,AB,61164509.22879999876,6597592.985,159642
48013,Calgary Skyview,122960122.45499999821,48014,Calgary Skyview,115277,AB,88218076.23589999974,60099140.350,159642
24043,Longueuil--Saint-Hubert,63172679.31149999797,24042,Longueuil—Saint-Hubert,115082,QC,63172679.72990000248,61335620.410,115082
24044,Louis-Hébert,106452807.78200000525,24043,Louis-Hébert,106117,QC,101204596.66799998283,99367578.080,111322
24044,Louis-Hébert,106452807.78200000525,24059,Québec Centre,103977,QC,44674896.08560000360,5153114.677,111322
24045,Louis-Saint-Laurent,141428022.12400001287,24044,Louis-Saint-Laurent—Akiawenhrahk,113220,QC,128425871.95000000298,126168633.700,123123
24045,Louis-Saint-Laurent,141428022.12400001287,24016,Charlesbourg—Haute-Saint-Charles,113308,QC,124501407.56700000167,12775097.390,123123
24046,Manicouagan,3414228657.81999969482,24021,Côte-Nord—Kawawachikamach—Nitassinan,88525,QC,3414228657.84000015259,3544941351.000,88525
24046,Manicouagan,309033528860.00000000000,24021,Côte-Nord—Kawawachikamach—Nitassinan,88525,QC,309033528860.00000000000,31384763134.000,88525
24046,Manicouagan,581815345.64600002766,24021,Côte-Nord—Kawawachikamach—Nitassinan,88525,QC,581815345.64600002766,604169801.500,88525
59007,Cloverdale--Langley City,59557541.10610000044,59013,Fleetwood—Port Kells,117423,BC,53364065.24419999868,6697183.539,130665
59007,Cloverdale--Langley City,59557541.10610000044,59006,Cloverdale—Langley City,117050,BC,47588806.37719999254,47631896.360,130665
59007,Cloverdale--Langley City,59557541.10610000044,59017,Langley Township—Fraser Heights,117251,BC,210880510.50199997425,4612356.786,130665
59007,Cloverdale--Langley City,59557541.10610000044,59034,Surrey Newton,119560,BC,29155808.62739999592,662662.916,130665
48014,Edmonton Centre,46451837.50760000199,48023,Edmonton West,112943,AB,75241977.34379999340,9583598.307,109125
48014,Edmonton Centre,46451837.50760000199,48015,Edmonton Centre,115160,AB,45535399.40810000151,38019802.610,109125
48014,Edmonton Centre,46451837.50760000199,48017,Edmonton Griesbach,111126,AB,45160282.39320000261,276608.543,109125
59006,Chilliwack--Hope,3353139725.00000000000,59005,Chilliwack—Hope,119082,BC,6954965722.88000106812,3358206255.000,112037
59008,Coquitlam--Port Coquitlam,655736388.08899998665,59025,Port Moody—Coquitlam,115367,BC,130936783.69799999893,19187389.100,132004
59008,Coquitlam--Port Coquitlam,655736388.08899998665,59008,Coquitlam—Port Coquitlam,114460,BC,636606078.07099997997,638712454.200,132004
59009,Courtenay--Alberni,12065909330.60000228882,59009,Courtenay—Alberni,122753,BC,12083658131.10000038147,12067875997.000,125116
59009,Courtenay--Alberni,92638.71705710000,59009,Courtenay—Alberni,122753,BC,12083658131.10000038147,93113.365,125116
59010,Cowichan--Malahat--Langford,5364956282.90999984741,59010,Cowichan—Malahat—Langford,124115,BC,5324796716.23999977112,5310525713.000,124247
59010,Cowichan--Malahat--Langford,5364956282.90999984741,59012,Esquimalt—Saanich—Sooke,120170,BC,974824729.19299995899,41458235.260,124247
24048,Mirabel,931123875.80900001526,24039,Les Pays-d'en-Haut,106834,QC,1804086699.91000008583,94917204.330,132930
24048,Mirabel,931123875.80900001526,24047,Mirabel,100598,QC,756543365.54699993134,716177173.300,132930
24048,Mirabel,931123875.80900001526,24064,Rivière-du-Nord,113514,QC,305667612.84799998999,93777362.690,132930
24047,Mégantic--L'Érable,6279117406.93000125885,24046,Mégantic—L’Érable—Lotbinière,103114,QC,7332348765.42000007629,6116880321.000,88894
24049,Montarville,157207261.57100000978,24049,Mont-Saint-Bruno—L’Acadie,111323,QC,214742550.62200000882,152644399.600,100515
24050,Montcalm,906226761.05700004101,24039,Les Pays-d'en-Haut,106834,QC,1804086699.91000008583,146647234.900,118746
24050,Montcalm,906226761.05700004101,24050,Montcalm,111954,QC,755767516.88900005817,736166628.300,118746
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,9376498816.48999977112,24020,Côte-du-Sud—Rivière-du-Loup—Kataskomiq—Témiscouata,116216,QC,13479775541.00000190735,9247938128.000,96724
24052,Mount Royal,23314543.89020000398,24048,Mount Royal,112706,QC,23550234.75109999999,22626517.830,108494
48015,Edmonton Griesbach,46250684.88220000267,48019,Edmonton Northwest,112964,AB,102762508.02300000191,1614885.507,111699
48015,Edmonton Griesbach,46250684.88220000267,48015,Edmonton Centre,115160,AB,45535399.40810000151,4621825.421,111699
48015,Edmonton Griesbach,46250684.88220000267,48017,Edmonton Griesbach,111126,AB,45160282.39320000261,41455013.200,111699
48016,Edmonton Manning,157861808.00000000000,48018,Edmonton Manning,112180,AB,151840674.95600000024,156508408.200,132224
48016,Edmonton Manning,157861808.00000000000,48019,Edmonton Northwest,112964,AB,102762508.02300000191,2651757.348,132224
48016,Edmonton Manning,157861808.00000000000,48017,Edmonton Griesbach,111126,AB,45160282.39320000261,3680400.001,132224
48017,Edmonton Mill Woods,49998639.69699999690,48021,Edmonton Southeast,113208,AB,69922701.76019999385,32407272.570,125992
48017,Edmonton Mill Woods,49998639.69699999690,48022,Edmonton Strathcona,111556,AB,83822629.70450000465,903382.042,125992
48017,Edmonton Mill Woods,49998639.69699999690,48016,Edmonton Gateway,110184,AB,63153924.03459999710,18116539.300,125992
48022,Foothills,20868237206.90000152588,48024,Foothills,114930,AB,19369167341.40000152588,16657969533.000,115118
48022,Foothills,20868237206.90000152588,48037,Yellowhead,115086,AB,82457564112.60000610352,4385967862.000,115118
48023,Fort McMurray--Cold Lake,147405184149.00000000000,48025,Fort McMurray—Cold Lake,110504,AB,147514441944.00000000000,15461617284.000,110163
24053,Notre-Dame-de-Grâce--Westmount,16553556.78879999928,24035,LaSalle—Émard—Verdun,112298,QC,37585060.54020000249,233646.178,105601
24053,Notre-Dame-de-Grâce--Westmount,16553556.78879999928,24048,Mount Royal,112706,QC,23550234.75109999999,228567.768,105601
24053,Notre-Dame-de-Grâce--Westmount,16553556.78879999928,24052,Notre-Dame-de-Grâce—Westmount,111377,QC,17366828.22890000045,15600148.320,105601
24054,Outremont,12305364.94360000081,24053,Outremont,115051,QC,13267541.90369999781,11944339.080,103620
24055,Papineau,10203407.69480000064,24054,Papineau,110813,QC,10203407.68539999984,9907488.503,110813
24056,Pierrefonds--Dollard,65685269.58770000190,24056,Pierrefonds—Dollard,109497,QC,65685269.68460000306,63749883.310,109497
24057,Pontiac,30842906241.79999923706,24057,Pontiac—Kitigan Zibi,111138,QC,30321888468.90000152588,29723261315.000,129781
24057,Pontiac,30842906241.79999923706,24005,Argenteuil—La Petite-Nation,108903,QC,5404881265.85999965668,479790018.200,129781
24058,Portneuf--Jacques-Cartier,7724425009.77999973297,24051,Montmorency—Charlevoix,101119,QC,13397364505.79999923706,173737758.700,123243
24058,Portneuf--Jacques-Cartier,7724425009.77999973297,24058,Portneuf—Jacques-Cartier,106611,QC,7547832084.39000034332,7432841328.000,123243
24060,Repentigny,235398941.70099997520,24029,Joliette—Manawan,104882,QC,8086980745.40000057220,22282957.810,119204
24060,Repentigny,235398941.70099997520,24060,Repentigny,111373,QC,156321180.42199999094,152147829.200,119204
24060,Repentigny,235398941.70099997520,24012,Berthier—Maskinongé,108640,QC,4695300029.86999988556,54715592.790,119204
24061,Richmond--Arthabaska,3572314817.03000068665,24061,Richmond—Arthabaska,110651,QC,3572314809.82000064850,3478489418.000,110651
24062,Rivière-des-Mille-Îles,124697050.58699999750,24047,Mirabel,100598,QC,756543365.54699993134,18824033.610,105589
24062,Rivière-des-Mille-Îles,124697050.58699999750,24063,Rivière-des-Mille-Îles,104960,QC,105312674.87000000477,102305896.900,105589
48018,Edmonton Riverbend,59861234.90359999239,48020,Edmonton Riverbend,111578,AB,122716648.79499998689,43279227.240,124144
48018,Edmonton Riverbend,59861234.90359999239,48022,Edmonton Strathcona,111556,AB,83822629.70450000465,4446430.043,124144
48018,Edmonton Riverbend,59861234.90359999239,48023,Edmonton West,112943,AB,75241977.34379999340,6984432.102,124144
48018,Edmonton Riverbend,59861234.90359999239,48016,Edmonton Gateway,110184,AB,63153924.03459999710,6973478.700,124144
48026,Lethbridge,3028291411.76000070572,48029,Lethbridge,123847,AB,3028291412.25000000000,3047638145.000,123847
48027,Medicine Hat--Cardston--Warner,30045297175.40000152588,48024,Foothills,114930,AB,19369167341.40000152588,1461277570.000,108391
48027,Medicine Hat--Cardston--Warner,30045297175.40000152588,48030,Medicine Hat—Cardston—Warner,103819,AB,28589065877.40000152588,28732330352.000,108391
48028,Peace River--Westlock,105954050013.00000000000,48032,Peace River—Westlock,113907,AB,158122458594.00000000000,11061164281.000,107223
48024,Grande Prairie--Mackenzie,109165773916.00000000000,48026,Grande Prairie,112902,AB,56991318546.09999084473,59579754985.000,119586
48024,Grande Prairie--Mackenzie,109165773916.00000000000,48032,Peace River—Westlock,113907,AB,158122458594.00000000000,55082711278.000,119586
48029,Red Deer--Mountain View,7658442227.77000045776,48033,Ponoka—Didsbury,114521,AB,9688449972.64999961853,3852787969.000,120739
48029,Red Deer--Mountain View,7658442227.77000045776,48034,Red Deer,115044,AB,2089921357.38999986649,2022778530.000,120739
48029,Red Deer--Mountain View,7658442227.77000045776,48037,Yellowhead,115086,AB,82457564112.60000610352,1941525084.000,120739
48030,Red Deer--Lacombe,6321655553.18000030518,48028,Leduc—Wetaskiwin,114237,AB,6182037753.10999965668,304291872.200,131575
48030,Red Deer--Lacombe,6321655553.18000030518,48033,Ponoka—Didsbury,114521,AB,9688449972.64999961853,6062181652.000,131575
48030,Red Deer--Lacombe,6321655553.18000030518,48034,Red Deer,115044,AB,2089921357.38999986649,113710594.200,131575
48031,St. Albert--Edmonton,103531370.82400000095,48019,Edmonton Northwest,112964,AB,102762508.02300000191,57882929.210,130822
48031,St. Albert--Edmonton,103531370.82400000095,48036,St. Albert—Sturgeon River,121306,AB,4476915227.43999958038,48901080.930,130822
48032,Sherwood Park--Fort Saskatchewan,1271667005.45000004768,48035,Sherwood Park—Fort Saskatchewan,126313,AB,1271836338.38000011444,1311207078.000,126313
48033,Sturgeon River--Parkland,4004519087.70000028610,48031,Parkland,114679,AB,10161041537.60000038147,951614289.400,124849
48033,Sturgeon River--Parkland,4004519087.70000028610,48036,St. Albert—Sturgeon River,121306,AB,4476915227.43999958038,3181448706.000,124849
48034,Yellowhead,76115947962.10000610352,48028,Leduc—Wetaskiwin,114237,AB,6182037753.10999965668,957087252.500,99218
48034,Yellowhead,76115947962.10000610352,48031,Parkland,114679,AB,10161041537.60000038147,9520020587.000,99218
48034,Yellowhead,76115947962.10000610352,48036,St. Albert—Sturgeon River,121306,AB,4476915227.43999958038,1392211429.000,99218
48034,Yellowhead,76115947962.10000610352,48037,Yellowhead,115086,AB,82457564112.60000610352,66447243551.000,99218
24059,Québec,39412131.16130000353,24059,Québec Centre,103977,QC,44674896.08560000360,38706866.550,98772
24063,Rivière-du-Nord,381244428.29299998283,24039,Les Pays-d'en-Haut,106834,QC,1804086699.91000008583,167532479.200,122654
24063,Rivière-du-Nord,381244428.29299998283,24064,Rivière-du-Nord,113514,QC,305667612.84799998999,203715411.300,122654
24064,Rosemont--La Petite-Patrie,11025715.00200000033,24065,Rosemont—La Petite-Patrie,112909,QC,11025715.01669999957,10705866.480,112909
59001,Abbotsford,176358969.04499998689,59018,Mission—Matsqui—Abbotsford,118415,BC,4813755304.17000007629,122608309.900,110331
59001,Abbotsford,176358969.04499998689,59001,Abbotsford—South Langley,116265,BC,233732435.39899998903,53809318.560,110331
59002,Burnaby North--Seymour,130957254.11200000346,59002,Burnaby Central,120734,BC,38164515.75090000033,6060935.861,108794
59002,Burnaby North--Seymour,130957254.11200000346,59003,Burnaby North—Seymour,119311,BC,155666955.12999999523,125232657.400,108794
59003,Burnaby South,47336901.11850000173,59002,Burnaby Central,120734,BC,38164515.75090000033,29559613.120,120305
59003,Burnaby South,47336901.11850000173,59037,Vancouver Fraserview—South Burnaby,117482,BC,33517602.39039999992,17839257.630,120305
59004,Cariboo--Prince George,83163522356.10000610352,59004,Cariboo—Prince George,117160,BC,90045729788.50000000000,85213806737.000,111226
59005,Central Okanagan--Similkameen--Nicola,16208341838.60000038147,59015,Kamloops—Thompson—Nicola,111707,BC,50083390679.90000152588,6858439614.000,122340
59005,Central Okanagan--Similkameen--Nicola,16208341838.60000038147,59023,Okanagan Lake West—South Kelowna,106794,BC,2064094952.40000009537,1664780713.000,122340
59005,Central Okanagan--Similkameen--Nicola,16208341838.60000038147,59030,Similkameen—South Okanagan—West Kootenay,111246,BC,17156989278.50000000000,7308669776.000,122340
59005,Central Okanagan--Similkameen--Nicola,16208341838.60000038147,59041,Vernon—Lake Country—Monashee,108606,BC,15146554439.39999961853,457094609.000,122340
13007,Moncton--Riverview--Dieppe,167718989.19200000167,13002,Beauséjour,88591,NB,5138248016.59000015259,1776890.876,101237
13007,Moncton--Riverview--Dieppe,167718989.19200000167,13004,Fundy Royal,73554,NB,7656532123.47000026703,11153872.760,101237
13007,Moncton--Riverview--Dieppe,167718989.19200000167,13007,Moncton—Dieppe,91961,NB,170509917.53299999237,150768799.600,101237
13006,Miramichi--Grand Lake,18248622563.70000076294,13001,Acadie—Bathurst,79581,NB,6321948757.42000007629,104401101.300,57520
13006,Miramichi--Grand Lake,18248622563.70000076294,13005,Madawaska—Restigouche,70597,NB,13721889576.70000076294,95159136.340,57520
13006,Miramichi--Grand Lake,18248622563.70000076294,13006,Miramichi—Grand Lake,59725,NB,19781547186.90000152588,17726567621.000,57520
13008,New Brunswick Southwest,12292068588.20000076294,13009,Saint John—St. Croix,80192,NB,11172956924.89999961853,10384677621.000,67781
13008,New Brunswick Southwest,12292068588.20000076294,13010,Tobique—Mactaquac,64088,NB,15386513770.50000000000,1536125526.000,67781
13009,Saint John--Rothesay,524841391.51200002432,13008,Saint John—Kennebecasis,81932,NB,416653734.47099995613,323696539.700,81996
13009,Saint John--Rothesay,524841391.51200002432,13009,Saint John—St. Croix,80192,NB,11172956924.89999961853,184115773.800,81996
13010,Tobique--Mactaquac,15129431683.50000000000,13005,Madawaska—Restigouche,70597,NB,13721889576.70000076294,1257944911.000,69344
13010,Tobique--Mactaquac,15129431683.50000000000,13010,Tobique—Mactaquac,64088,NB,15386513770.50000000000,13516972225.000,69344
13002,Beauséjour,5141382535.97999954224,13002,Beauséjour,88591,NB,5138248016.59000015259,5019321494.000,88797
13001,Acadie--Bathurst,6216188731.99000072479,13001,Acadie—Bathurst,79581,NB,6321948757.42000007629,6147677805.000,77594
13003,Fredericton,1678509916.67000007629,13003,Fredericton—Oromocto,85389,NB,291080687.68199998140,227998160.300,87436
13003,Fredericton,1678509916.67000007629,13006,Miramichi—Grand Lake,59725,NB,19781547186.90000152588,1135064809.000,87436
13003,Fredericton,1678509916.67000007629,13009,Saint John—St. Croix,80192,NB,11172956924.89999961853,266801474.900,87436
13004,Fundy Royal,8265157955.92000007629,13004,Fundy Royal,73554,NB,7656532123.47000026703,7437452392.000,83721
13004,Fundy Royal,8265157955.92000007629,13006,Miramichi—Grand Lake,59725,NB,19781547186.90000152588,513941803.100,83721
13004,Fundy Royal,8265157955.92000007629,13008,Saint John—Kennebecasis,81932,NB,416653734.47099995613,80020013.200,83721
13005,Madawaska--Restigouche,12393958342.70000076294,13005,Madawaska—Restigouche,70597,NB,13721889576.70000076294,12216601606.000,60184
35056,Markham--Unionville,88614105.60029999912,35056,Markham—Stouffville,120845,ON,82518617.31970000267,2197210.977,128308
35056,Markham--Unionville,88614105.60029999912,35058,Markham—Unionville,116972,ON,86314865.61210000515,82486205.280,128308
35057,Milton,471670990.21399998665,35060,Milton East—Halton Hills South,116592,ON,256524789.99200001359,97517207.370,136993
35057,Milton,471670990.21399998665,35018,Burlington North—Milton West,125575,ON,397304472.40700000525,351434268.500,136993
35059,Mississauga East--Cooksville,33657239.31899999827,35064,Mississauga—Lakeshore,119936,ON,92759652.46470001340,745920.206,116346
35059,Mississauga East--Cooksville,33657239.31899999827,35061,Mississauga Centre,124084,ON,24623938.96110000089,2630157.625,116346
35059,Mississauga East--Cooksville,33657239.31899999827,35062,Mississauga East—Cooksville,120196,ON,32186033.89359999821,28694914.400,116346
35060,Mississauga--Erin Mills,35644548.37020000070,35063,Mississauga—Erin Mills,120241,ON,33829214.12719999999,32214487.570,123371
35060,Mississauga--Erin Mills,35644548.37020000070,35066,Mississauga—Streetsville,113763,ON,48166787.51340000331,1728991.917,123371
35058,Mississauga Centre,24320616.14420000091,35066,Mississauga—Streetsville,113763,ON,48166787.51340000331,1325461.607,127377
35058,Mississauga Centre,24320616.14420000091,35061,Mississauga Centre,124084,ON,24623938.96110000089,19867734.560,127377
35058,Mississauga Centre,24320616.14420000091,35062,Mississauga East—Cooksville,120196,ON,32186033.89359999821,1975138.137,127377
46001,Brandon--Souris,3175630.34628999978,46001,Brandon—Souris,93930,MB,3175627.38980000000,3197455.415,89812
46002,Charleswood--St. James--Assiniboia--Headingley,206536335.15200001001,46014,Winnipeg West,94074,MB,651344924.64800000191,207894791.700,84767
46003,Churchill--Keewatinook Aski,494867443810.00000000000,46002,Churchill—Keewatinook Aski,82741,MB,494571804715.99993896484,51509832304.000,81258
46004,Dauphin--Swan River--Neepawa,56827994302.69999694824,46007,Riding Mountain,90962,MB,57442086062.90000152588,57499240077.000,89503
46001,Brandon--Souris,18286647573.79999923706,46001,Brandon—Souris,93930,MB,19680937419.90000152588,18348312748.000,89812
46005,Elmwood--Transcona,49770364.74549999833,46003,Elmwood—Transcona,99504,MB,172010674.44600000978,48346411.560,101691
46005,Elmwood--Transcona,49770364.74549999833,46004,Kildonan—St. Paul,99467,MB,300642493.62199997902,1764789.142,101691
35061,Mississauga--Lakeshore,91976516.11939999461,35064,Mississauga—Lakeshore,119936,ON,92759652.46470001340,87583094.640,117095
35062,Mississauga--Malton,102182629.84399999678,35065,Mississauga—Malton,119741,ON,105493499.22699999809,96457702.300,116908
35062,Mississauga--Malton,102182629.84399999678,35061,Mississauga Centre,124084,ON,24623938.96110000089,959348.875,116908
11001,Cardigan,4129204830.53999996185,11001,Cardigan,39236,PE,4089404182.73000049591,3994705714.000,39866
11001,Cardigan,4129204830.53999996185,11004,Malpeque,38535,PE,2514132015.03999996185,38935671.950,39866
11002,Charlottetown,54703753.96270000190,11002,Charlottetown,38809,PE,55173791.46400000155,53467174.810,38809
11003,Egmont,2144840310.33999991417,11003,Egmont,37751,PE,2289341797.30999994278,2103719889.000,35925
35063,Mississauga--Streetsville,49277576.42220000178,35065,Mississauga—Malton,119741,ON,105493499.22699999809,4114995.423,116864
35063,Mississauga--Streetsville,49277576.42220000178,35066,Mississauga—Streetsville,113763,ON,48166787.51340000331,42833209.890,116864
35064,Nepean,179422855.33899998665,35067,Nepean,122229,ON,85630825.00390000641,81830014.580,132769
35064,Nepean,179422855.33899998665,35020,Carleton,124416,ON,1988636871.29999995232,72733669.610,132769
35064,Nepean,179422855.33899998665,35043,Kanata,121458,ON,232544937.54100003839,18547055.400,132769
35065,Newmarket--Aurora,62338850.23820000142,35068,Newmarket—Aurora,117699,ON,56500778.75620000064,54047331.300,127134
35065,Newmarket--Aurora,62338850.23820000142,35003,Aurora—Oak Ridges—Richmond Hill,117750,ON,101665552.85999998450,5612717.525,127134
46006,Kildonan--St. Paul,172125067.75099998713,46011,Winnipeg North,95082,MB,36377451.58659999818,1808748.697,91480
46006,Kildonan--St. Paul,172125067.75099998713,46004,Kildonan—St. Paul,99467,MB,300642493.62199997902,171607125.700,91480
46007,Portage--Lisgar,12656903691.60000038147,46001,Brandon—Souris,93930,MB,19680937419.90000152588,1144237643.000,100417
46007,Portage--Lisgar,12656903691.60000038147,46005,Portage—Lisgar,94840,MB,10648522052.79999923706,10693660526.000,100417
46007,Portage--Lisgar,12656903691.60000038147,46007,Riding Mountain,90962,MB,57442086062.90000152588,871503475.600,100417
46008,Provencher,18771624262.50000000000,46003,Elmwood—Transcona,99504,MB,172010674.44600000978,124820209.300,109445
46008,Provencher,18771624262.50000000000,46004,Kildonan—St. Paul,99467,MB,300642493.62199997902,129514129.900,109445
46008,Provencher,18771624262.50000000000,46006,Provencher,100332,MB,18519071209.59999847412,18596602595.000,109445
11004,Malpeque,2619302893.11999988556,11003,Egmont,37751,PE,2289341797.30999994278,141331806.000,39731
11004,Malpeque,2619302893.11999988556,11004,Malpeque,38535,PE,2514132015.03999996185,2419317285.000,39731
46009,Saint Boniface--Saint Vital,64582608.34679999202,46008,St. Boniface—St. Vital,99975,MB,67032755.13210000098,64999206.530,95514
46010,Selkirk--Interlake--Eastman,25298238165.50000000000,46009,Selkirk—Interlake—Eastman,98620,MB,24858257886.00000000000,25167437258.000,101373
